first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_length,is_gmail,company_word_count
Hyun,Erdman,"Hall, Ronald A",1432 Rutland Ave,Uckfield,East Sussex,TN22 9EF,01594-744010,01356-404829,hyun@gmail.com,http://www.hallronalda.co.uk,Hyun Erdman,gmail.com,8,True,3
Nada,Arey,Advanced Engineering Assocs,22 Harewood St #95,Acton Trussell and Bednall,Staffordshire,ST17 0RU,01576-627827,01822-753601,nada@hotmail.com,http://www.advancedengineeringassocs.co.uk,Nada Arey,hotmail.com,26,False,3
Elizabeth,Pata,"Hirsch, Henry L Esq",645 Lister Drive,Denwick,Northumberland,NE66 2LQ,01634-662999,01571-674820,elizabeth@gmail.com,http://www.hirschhenrylesq.co.uk,Elizabeth Pata,gmail.com,7,True,4
Dominic,Washmuth,"Bremer, Duncan S Esq",8977 Old Leeds St #87,Beaminster,Dorset,DT8 3DR,01725-615270,01722-996936,dwashmuth@hotmail.com,http://www.bremerduncansesq.co.uk,Dominic Washmuth,hotmail.com,10,False,4
Alise,Packebush,Wnc Forklift Inc,22 Delamore St,Hereford,Hereford and Worcester,HR1 2EA,01266-695304,01517-702273,alise.packebush@gmail.com,http://www.wncforkliftinc.co.uk,Alise Packebush,gmail.com,8,True,3
Flo,Bardsley,"Hancock, John J Esq",35 Walton Lane,Loughborough Ashby Ward,Leicestershire,LE11 4PF,01983-847833,01418-645161,flo.bardsley@hotmail.com,http://www.hancockjohnjesq.co.uk,Flo Bardsley,hotmail.com,23,False,4
Bonita,Sandblom,Transbay Steel Corp,22 Kilshaw St,Wimbledon Park Ward,Greater London,SW19 7DT,01989-617161,01723-502274,bsandblom@gmail.com,http://www.transbaysteelcorp.co.uk,Bonita Sandblom,gmail.com,19,True,3
Royal,Rush,"Severt, Todd D Esq",1 Argyle St,Hyde Werneth Ward,Greater Manchester,SK14 5AR,01934-427282,01809-860488,royal.rush@yahoo.com,http://www.severttodddesq.co.uk,Royal Rush,yahoo.com,17,False,4
Erasmo,Talentino,Active Air Systems,3 Garden Lane,Darton West Ward,South Yorkshire,S75 5JY,01492-454455,01304-185373,erasmo.talentino@hotmail.com,http://www.activeairsystems.co.uk,Erasmo Talentino,hotmail.com,16,False,3
Mari,Smeby,A B E Doors & Windows,4309 Chisenhale St,Rock,Hereford and Worcester,DY14 9XQ,01423-202676,01733-169475,msmeby@gmail.com,http://www.abedoorswindows.co.uk,Mari Smeby,gmail.com,4,True,6
Eleonora,Ventry,"Jackson, Donald M Esq",758 Woodhouse St,Soho Ward,West Midlands,B21 0UE,01966-685595,01762-396161,eleonora@gmail.com,http://www.jacksondonaldmesq.co.uk,Eleonora Ventry,gmail.com,9,True,4
Therese,Shiraki,Wuhf Fox 31,18 Ouse St,Oakridge and Castlefield Ward,Buckinghamshire,HP11 2PJ,01611-691262,01703-441371,tshiraki@gmail.com,http://www.wuhffox.co.uk,Therese Shiraki,gmail.com,29,True,3
Rodolfo,Scavuzzo,Gulf Atlantic Equipment Co Inc,5 Ruskin St,Irvine East Ward,North Ayrshire,KA11 2BP,01576-536794,01501-755479,rodolfo_scavuzzo@yahoo.com,http://www.gulfatlanticequipmentcoinc.co.uk,Rodolfo Scavuzzo,yahoo.com,16,False,5
Cruz,Fanelli,"Graham, John A Esq",4565 Blackstock St,Springfields and Trent Vale Wa,Stoke-on-Trent,ST4 5BW,01710-616480,01314-202428,cruz@hotmail.com,http://www.grahamjohnaesq.co.uk,Cruz Fanelli,hotmail.com,30,False,4
Arlyne,Dellinger,"Holzgrafe, Roger E Esq",8361 Cottenham St,Fawley,Hampshire,SO45 1QQ,01907-958462,01821-459979,arlyne.dellinger@yahoo.com,http://www.holzgraferogereesq.co.uk,Arlyne Dellinger,yahoo.com,6,False,4
Edward,Strejan,Kaysers Nutrition Center,1267 Audley St,Ise Lodge Ward,Northamptonshire,NN15 5DB,01242-422459,01659-505806,edward_strejan@gmail.com,http://www.kaysersnutritioncenter.co.uk,Edward Strejan,gmail.com,14,True,3
Christoper,Sheneman,"Jones, Brigham P Esq",845 Atherton St,Tatsfield,Kent,TN16 2AR,01455-958797,01732-922087,christoper@gmail.com,http://www.jonesbrighampesq.co.uk,Christoper Sheneman,gmail.com,9,True,4
Melda,Colamarino,Proctor & Associates Co,150 Margaret Rd,Kings Hill,Kent,ME19 4DT,01879-572287,01708-292140,melda.colamarino@colamarino.co.uk,http://www.proctorassociatesco.co.uk,Melda Colamarino,colamarino.co.uk,10,False,4
Margot,Peay,"Bork, Terry D Esq",9923 Dinorben St #4838,Childs Hill Ward,Greater London,NW11 8DY,01925-895879,01913-339706,margot.peay@yahoo.com,http://www.borkterrydesq.co.uk,Margot Peay,yahoo.com,16,False,4
Gerald,Drozdenko,Diamond Cbnts Div Wht Cons Ind,186 Craven St #68,Little Ness,Shropshire,SY4 2JX,01593-647422,01210-465236,gdrozdenko@yahoo.com,http://www.diamondcbntsdivwhtconsind.co.uk,Gerald Drozdenko,yahoo.com,11,False,6
Tomoko,Renno,Trico Prods Corp,5160 High St #38,Goldsmid Ward,Brighton and Hove,BN3 6EA,01731-573285,01873-329707,tomoko@renno.co.uk,http://www.tricoprodscorp.co.uk,Tomoko Renno,renno.co.uk,13,False,3
Mendy,Wassmann,"Ruello, Joseph F",3833 Sidney Rd,Cherryfield Ward,Merseyside,L32 3XS,01378-845450,01509-540345,mendy.wassmann@wassmann.co.uk,http://www.ruellojosephf.co.uk,Mendy Wassmann,wassmann.co.uk,16,False,3
Daryl,Hilcher,Petaluma Area Chamber Commrce,6267 Greenland St,Wakefield East Ward,West Yorkshire,WF1 4LW,01391-238570,01517-862819,dhilcher@hotmail.com,http://www.petalumaareachambercommrce.co.uk,Daryl Hilcher,hotmail.com,19,False,4
Ty,Feeback,Barnett Travel,14 Landseer Rd,Nith Ward,Dumfries and Galloway,DG1 9SY,01964-503521,01661-450622,tfeeback@gmail.com,http://www.barnetttravel.co.uk,Ty Feeback,gmail.com,9,True,2
King,Vanacore,Sdse Public Tv,30 Seville St,Meads Ward,East Sussex,BN20 7QU,01908-714833,01651-442812,king_vanacore@yahoo.com,http://www.sdsepublictv.co.uk,King Vanacore,yahoo.com,10,False,3
Isidra,Varnado,Howland Machine Corp,79 Chelmsford St,Holywell Community,Flintshire,CH8 7UP,01600-982590,01591-464964,ivarnado@varnado.co.uk,http://www.howlandmachinecorp.co.uk,Isidra Varnado,varnado.co.uk,18,False,3
Tonja,Driesenga,First Ozaukee Savings Bank,8 South John St,Lamport,Northamptonshire,NN6 9XW,01683-204727,01384-883931,tdriesenga@driesenga.co.uk,http://www.firstozaukeesavingsbank.co.uk,Tonja Driesenga,driesenga.co.uk,7,False,4
Shaquana,Featherston,General Truck Part & Equipment,50 Townsend St,Chadderton Central Ward,Greater Manchester,OL9 0NS,01641-726098,01327-255886,shaquana@hotmail.com,http://www.generaltruckpartequipment.co.uk,Shaquana Featherston,hotmail.com,23,False,5
Gilberto,Feagins,"Finlay, Joseph B Jr",7643 Campbell St,Penge and Cator Ward,Greater London,BR3 1LT,01304-758732,01315-831243,gfeagins@gmail.com,http://www.finlayjosephbjr.co.uk,Gilberto Feagins,gmail.com,20,True,4
Rex,Faehnle,"Hering, Glenn Z Esq",371 Oakleigh,Warminster,Wiltshire,BA12 8NR,01955-496773,01529-779988,rfaehnle@faehnle.co.uk,http://www.heringglennzesq.co.uk,Rex Faehnle,faehnle.co.uk,10,False,4
Adolph,Cunningham,"Moorhead, Bridget Klein Esq",9874 Oakfield Rd,Redhill Ward,Tyne and Wear,SR5 5PT,01731-429712,01252-511174,adolph_cunningham@hotmail.com,http://www.moorheadbridgetkleinesq.co.uk,Adolph Cunningham,hotmail.com,12,False,4
Queen,Leader,Ottumwa Glass Co,6 Princes St,East Kilbride West Ward,South Lanarkshire,G75 8YR,01567-846944,01445-288807,queen_leader@gmail.com,http://www.ottumwaglassco.co.uk,Queen Leader,gmail.com,23,True,3
Rebbecca,Rufenacht,Ithaca Guitar Works Inc,4190 Seacombe St,Tiffield,Northamptonshire,NN12 8AA,01583-168158,01926-842843,rrufenacht@yahoo.com,http://www.ithacaguitarworksinc.co.uk,Rebbecca Rufenacht,yahoo.com,8,False,4
Ardella,Goldrup,Bedford Books St Martins Prs,3145 Rhyl St,Londesborough,E Riding of Yorkshire,YO43 3QE,01813-786468,01451-433176,ardella.goldrup@goldrup.co.uk,http://www.bedfordbooksstmartinsprs.co.uk,Ardella Goldrup,goldrup.co.uk,13,False,5
Dallas,Miyashiro,Em Building Products Inc,4919 Lime Grove,Whitchurch Urban,Cheshire,SY13 4HB,01356-551432,01752-585779,dallas_miyashiro@miyashiro.co.uk,http://www.embuildingproductsinc.co.uk,Dallas Miyashiro,miyashiro.co.uk,16,False,4
Vivan,Jenious,Mnpls Arprt Marriott,8 Carolina St,Northgate Ward,West Sussex,RH10 8EZ,01907-573672,01404-240746,vjenious@yahoo.com,http://www.mnplsarprtmarriott.co.uk,Vivan Jenious,yahoo.com,14,False,3
Han,Dzledzic,Captain Copy,1592 Price St,Ponteland,Northumberland,NE20 9TF,01532-163009,01303-831633,han_dzledzic@hotmail.com,http://www.captaincopy.co.uk,Han Dzledzic,hotmail.com,9,False,2
Emilio,Guitierrez,Register Printing Co,2 Weller St,Appleton Wiske,North Yorkshire,DL6 2AS,01845-679016,01363-466980,emilio_guitierrez@guitierrez.co.uk,http://www.registerprintingco.co.uk,Emilio Guitierrez,guitierrez.co.uk,14,False,3
Latia,Cos,Capitol Cadillac Company,18 Thomas St,Barnham,West Sussex,PO22 0JT,01695-303367,01871-192422,lcos@yahoo.com,http://www.capitolcadillaccompany.co.uk,Latia Cos,yahoo.com,7,False,3
Lilli,Cureau,A 1 Plumbers Supply,42 Hey Green Rd,Deepdale Ward,Lancashire,PR1 6TL,01752-399931,01363-139614,lilli@yahoo.com,http://www.aplumberssupply.co.uk,Lilli Cureau,yahoo.com,13,False,4
Maryanne,Siske,"Levering, Charles B Esq",256 Vesuvius St #159,Stutton with Hazlewood,North Yorkshire,LS24 9UA,01455-447890,01597-966938,maryanne@hotmail.com,http://www.leveringcharlesbesq.co.uk,Maryanne Siske,hotmail.com,22,False,4
Eliz,Strimple,Karl May General Contractor,82 Denison St #2642,Holyrood Ward,Greater Manchester,M25 1JB,01699-467608,01844-754890,eliz@gmail.com,http://www.karlmaygeneralcontractor.co.uk,Eliz Strimple,gmail.com,13,True,4
Laura,Gumaer,C Leasing Company,1779 Bird St,East Sheen Ward,Greater London,SW14 8JZ,01821-208235,01798-839362,laura_gumaer@gmail.com,http://www.cleasingcompany.co.uk,Laura Gumaer,gmail.com,15,True,3
Leanora,Respicio,Fire Protection Consultants,99 College St South #1,Byker Ward,Tyne and Wear,NE6 2RX,01564-503370,01694-477023,lrespicio@respicio.co.uk,http://www.fireprotectionconsultants.co.uk,Leanora Respicio,respicio.co.uk,10,False,3
Sherell,Pomarico,Kxlt Radio (k 108 Fm),29 Greenleaf St,Llangristiolus Community,Isle of Anglesey,LL62 5HD,01523-372834,01323-831572,spomarico@hotmail.com,http://www.kxltradiokfm.co.uk,Sherell Pomarico,hotmail.com,24,False,5
Charlie,Isita,"Sotorrio, Rene A Esq",39 Hooton Place,"Neilston, Uplawmoor and Newton",East Renfrewshire,G78 3AB,01295-844061,01796-315694,charlie@isita.co.uk,http://www.sotorrioreneaesq.co.uk,Charlie Isita,isita.co.uk,30,False,4
Veronique,Nuckolls,Cinemax Cable Pay Tv Svce,198 Ranelagh Place,Central Buchan Ward,Aberdeenshire,AB43 6RD,01632-762032,01699-696279,vnuckolls@gmail.com,http://www.cinemaxcablepaytvsvce.co.uk,Veronique Nuckolls,gmail.com,19,True,5
Antonio,Villamarin,Combs Sheetmetal,353 Standish St #8264,Little Parndon and Hare Street,Hertfordshire,CM20 2HT,01559-403415,01388-777812,antonio.villamarin@gmail.com,http://www.combssheetmetal.co.uk,Antonio Villamarin,gmail.com,30,True,2
Louvenia,Kincannon,"Fineshriber, Marilyn Esq",87 Eldon Place,Read,Lancashire,BB12 7RY,01315-409372,01600-973642,lkincannon@kincannon.co.uk,http://www.fineshribermarilynesq.co.uk,Louvenia Kincannon,kincannon.co.uk,4,False,3
Roxanne,Hedegore,"Wallace, Bruce R Esq",592 Catharine St,Blantyre Ward,South Lanarkshire,G72 0RZ,01317-299836,01512-894063,roxanne_hedegore@gmail.com,http://www.wallacebruceresq.co.uk,Roxanne Hedegore,gmail.com,13,True,4
Eve,Hoffstot,Domestic Intrntl Techlgy Ltd,1661 Arrow St,Kirk Hammerton,York,YO26 8DA,01746-129962,01314-564188,eve.hoffstot@yahoo.com,http://www.domesticintrntltechlgyltd.co.uk,Eve Hoffstot,yahoo.com,14,False,4
Kenda,Koza,General Bindery Co Inc,7 Netley St,Custom House Ward,Greater London,E16 3DP,01840-188852,01476-264977,kkoza@koza.co.uk,http://www.generalbinderycoinc.co.uk,Kenda Koza,koza.co.uk,17,False,4
Elden,Mercik,"Lee, Stan Dvm",7 St Edmonds Rd,Nonington,Kent,CT15 4HH,01539-784239,01550-347724,elden_mercik@mercik.co.uk,http://www.leestandvm.co.uk,Elden Mercik,mercik.co.uk,9,False,3
Kami,Ferre,"Chomsky, Charles Esq",6996 Wrenbury St,Foleshill Ward,West Midlands,CV6 5RS,01775-876516,01542-149965,kami@yahoo.com,http://www.chomskycharlesesq.co.uk,Kami Ferre,yahoo.com,14,False,3
Selene,Zeng,Dustbooks,2 Prince Rupert St,West Wickham Ward,Greater London,BR3 6SX,01741-833047,01345-685146,selene@yahoo.com,http://www.dustbooks.co.uk,Selene Zeng,yahoo.com,17,False,1
Deangelo,Rardon,Ric Lo Productions Ltd,9970 Clyde Rd,Woodham Ward,Surrey,KT15 3NW,01748-535438,01788-520912,deangelo_rardon@yahoo.com,http://www.ricloproductionsltd.co.uk,Deangelo Rardon,yahoo.com,12,False,4
Olen,Ailey,"Shohet, Grace C Esq",9 Fielding St,Wombourne,Staffordshire,WV5 0BB,01654-865551,01354-169004,olen@gmail.com,http://www.shohetgracecesq.co.uk,Olen Ailey,gmail.com,9,True,4
Lanie,Smarsh,Lbt,555 Ludlow St,Trowbridge,Wiltshire,BA14 9JB,01973-841918,01731-921990,lanie@yahoo.com,http://www.lbt.co.uk,Lanie Smarsh,yahoo.com,10,False,1
Lynna,Breheny,Wky Am 930 Stereo,1 James St #4,St. Andrews Ward,Fife,KY16 9EE,01914-909214,01868-440687,lynna@yahoo.com,http://www.wkyamstereo.co.uk,Lynna Breheny,yahoo.com,16,False,4
Jody,Klitzing,Dan Dee Belt & Bag Co Inc,3 Byng St #524,Pinhoe Ward,Devon,EX1 3SF,01822-390245,01783-870336,jody_klitzing@hotmail.com,http://www.dandeebeltbagcoinc.co.uk,Jody Klitzing,hotmail.com,11,False,7
Antonio,Glasford,Saint Thomas Creations,425 Howley St,Gaer Community,Newport,NP20 3DE,01463-409090,01242-318420,antonio_glasford@glasford.co.uk,http://www.saintthomascreations.co.uk,Antonio Glasford,glasford.co.uk,14,False,3
Merilyn,Scurci,New York C Liquidators Inc,4041 Virgil St,Headley,Surrey,KT18 6PZ,01770-233355,01617-651554,merilyn_scurci@hotmail.com,http://www.newyorkcliquidatorsinc.co.uk,Merilyn Scurci,hotmail.com,7,False,5
Elliott,Kins,John Noda A Law Ofc Lawrence E,32 High Park St #44,St. Margarets with St. Nichola,Norfolk,PE30 1QE,01727-926540,01422-984862,elliott@gmail.com,http://www.johnnodaalawofclawrencee.co.uk,Elliott Kins,gmail.com,30,True,7
Leonie,Devereux,Mr Bar B Q Inc,88 Vernon St,Dunbar and East Linton Ward,East Lothian,EH42 1SJ,01515-840778,01859-764851,leonie_devereux@gmail.com,http://www.mrbarbqinc.co.uk,Leonie Devereux,gmail.com,27,True,5
Eulah,Syrop,Atec,62 Euston St,Bunhill Ward,Greater London,EC1Y 8RT,01666-133305,01295-758471,eulah@syrop.co.uk,http://www.atec.co.uk,Eulah Syrop,syrop.co.uk,12,False,1
Marsha,Tarry,Allgood Industries,74 Medlock St,Chorlton Park Ward,Greater Manchester,M20 1JG,01203-684728,01490-554237,marsha.tarry@yahoo.com,http://www.allgoodindustries.co.uk,Marsha Tarry,yahoo.com,18,False,2
Mignon,Luger,National Lime Association,80 Talbot St,Edgeley and Cheadle Heath Ward,Cheshire,SK3 9RD,01934-252795,01491-473626,mignon@gmail.com,http://www.nationallimeassociation.co.uk,Mignon Luger,gmail.com,30,True,3
Tu,Rivet,Gemini Hats & Accessories Inc,31 Buckingham Ave #3785,Cotham Ward,Bristol,BS6 5SR,01578-744350,01577-559109,tu_rivet@gmail.com,http://www.geminihatsaccessoriesinc.co.uk,Tu Rivet,gmail.com,11,True,5
Adelle,Schantini,Creative Photography Inc,162 Grayson St,Greenlands Ward,Lancashire,FY2 0TD,01624-595660,01938-262356,adelle_schantini@yahoo.com,http://www.creativephotographyinc.co.uk,Adelle Schantini,yahoo.com,15,False,3
Douglass,Fonnesbeck,"Goodspeed, Paul E Esq",5 Webb St #8,Boothen and Oak Hill Ward,Stoke-on-Trent,ST4 1EB,01305-958705,01591-592334,douglass@fonnesbeck.co.uk,http://www.goodspeedpauleesq.co.uk,Douglass Fonnesbeck,fonnesbeck.co.uk,25,False,4
Evette,Mazierski,Consolidated Aluminum,8092 Firdale Rd,Stoneygate Ward,Leicester,LE5 5RE,01277-740331,01371-832134,emazierski@mazierski.co.uk,http://www.consolidatedaluminum.co.uk,Evette Mazierski,mazierski.co.uk,15,False,2
Geraldo,Okoren,Guadalajara Bar & Grille,68 Carno St,City and Hunslet Ward,West Yorkshire,LS10 1SJ,01374-376226,01460-792423,gokoren@okoren.co.uk,http://www.guadalajarabargrille.co.uk,Geraldo Okoren,okoren.co.uk,21,False,4
Clarinda,Pelayo,Tejas Loans,714 Moored St,Trelawnyd and Gwaenysgor Commu,Denbighshire,LL18 6DH,01902-887021,01824-104045,cpelayo@pelayo.co.uk,http://www.tejasloans.co.uk,Clarinda Pelayo,pelayo.co.uk,30,False,2
Reuben,Mccorrison,Kyes Tv Channel 5,545 North John St,Cobham and Downside Ward,Surrey,KT11 2HT,01337-407282,01261-922803,reuben.mccorrison@hotmail.com,http://www.kyestvchannel.co.uk,Reuben Mccorrison,hotmail.com,24,False,4
Yen,Groody,Daily Advance,21 Pilgrim St,Leighton-Linslade,Bedfordshire,LU7 2NZ,01882-911812,01487-684191,ygroody@groody.co.uk,http://www.dailyadvance.co.uk,Yen Groody,groody.co.uk,17,False,2
Tanja,Milne,Austin Periodical Services,9772 Teilo St,Hetton,Tyne and Wear,DH5 0PH,01584-615989,01646-529634,tanja.milne@yahoo.com,http://www.austinperiodicalservices.co.uk,Tanja Milne,yahoo.com,6,False,3
Jerlene,Holtgrewe,Granite Construction Co,33 Fonthill Rd,Hodge Hill Ward,West Midlands,B36 8JE,01993-956208,01993-323238,jholtgrewe@yahoo.com,http://www.graniteconstructionco.co.uk,Jerlene Holtgrewe,yahoo.com,15,False,3
Almeta,Keehner,"Hoolahan, Catherine G Esq",3 Ivyleigh,Loundsley Green Ward,Derbyshire,S40 4LW,01291-250423,01221-177854,akeehner@hotmail.com,http://www.hoolahancatherinegesq.co.uk,Almeta Keehner,hotmail.com,20,False,4
Wilda,Brigham,Morelli Hoskins Ford,501 Sandon Terrace #200,Little Clacton,Essex,CO16 9LZ,01950-109108,01300-561046,wilda@brigham.co.uk,http://www.morellihoskinsford.co.uk,Wilda Brigham,brigham.co.uk,14,False,3
Remedios,Arlinghaus,"Miller, Martin M Esq",9 Duckenfield St,Aldbrough,E Riding of Yorkshire,HU11 4QA,01536-498792,01883-435283,remedios.arlinghaus@gmail.com,http://www.millermartinmesq.co.uk,Remedios Arlinghaus,gmail.com,9,True,4
Margret,Alcazar,Advantage Title & Escrow Inc,5466 Sedley St,Coatbridge South Ward,North Lanarkshire,ML5 4LJ,01626-590776,01633-731246,margret@alcazar.co.uk,http://www.advantagetitleescrowinc.co.uk,Margret Alcazar,alcazar.co.uk,21,False,5
Denny,Casalenda,Ringo International Inc,75 Brewster St #453,Redlands Ward,Berkshire,RG1 5EX,01349-134533,01589-277770,dcasalenda@gmail.com,http://www.ringointernationalinc.co.uk,Denny Casalenda,gmail.com,13,True,3
Carolynn,Atkison,Dorval Trading Co Ltd,7901 Beech St,St. Helier Ward,Greater London,SM4 5PY,01815-665993,01508-291713,carolynn.atkison@hotmail.com,http://www.dorvaltradingcoltd.co.uk,Carolynn Atkison,hotmail.com,15,False,4
Amina,Goulbourne,Poag Grain Inc,684 Cotswold St,Victoria Ward,Greater London,E9 7NG,01536-114519,01830-969710,amina@yahoo.com,http://www.poaggraininc.co.uk,Amina Goulbourne,yahoo.com,13,False,3
Janna,Przybyl,Southwest Ms Shopg Bag,5 April Rd #13,Wheatley Ward,South Yorkshire,DN1 2TU,01684-628072,01560-680129,jprzybyl@przybyl.co.uk,http://www.southwestmsshopgbag.co.uk,Janna Przybyl,przybyl.co.uk,13,False,4
Emiko,Sayre,Scott Marlow Agency,8 Village St,Windlesham,Surrey,GU18 5YQ,01660-135336,01348-284404,emiko.sayre@yahoo.com,http://www.scottmarlowagency.co.uk,Emiko Sayre,yahoo.com,10,False,3
In,Muns,Nursefinders,7 Haddock St #34,Saint Annes on the Sea,Lancashire,FY8 3TF,01574-363346,01381-491881,in_muns@muns.co.uk,http://www.nursefinders.co.uk,In Muns,muns.co.uk,22,False,1
Eleni,Vanscoik,"Simpson, Fred B Esq",9 Mather St,Sutton Vesey Ward,West Midlands,B73 6HH,01208-373467,01628-638196,eleni_vanscoik@gmail.com,http://www.simpsonfredbesq.co.uk,Eleni Vanscoik,gmail.com,17,True,4
Kandis,Alsbury,Fast Cash,70 Rose Vale,Reydon,Suffolk,IP18 6PE,01797-837270,01651-807856,kalsbury@hotmail.com,http://www.fastcash.co.uk,Kandis Alsbury,hotmail.com,6,False,2
Kina,Saltman,Mitchell Silliman Co Inc,29 Oregon St,Ruddington,Nottinghamshire,NG11 6JT,01515-506025,01788-849591,kina_saltman@gmail.com,http://www.mitchellsillimancoinc.co.uk,Kina Saltman,gmail.com,10,True,4
Jacki,Sterback,"Praver, David L Esq",15 East Albert Rd,Kingston Bagpuize with Southmo,Oxfordshire,OX13 5AW,01820-396117,01935-736077,jacki.sterback@gmail.com,http://www.praverdavidlesq.co.uk,Jacki Sterback,gmail.com,30,True,4
Fallon,Kerfoot,"Rotenstreich, H Andrew Esq",3186 Naylor St,Manor Castle Ward,South Yorkshire,S2 1HP,01538-649750,01505-472052,fallon.kerfoot@gmail.com,http://www.rotenstreichhandrewesq.co.uk,Fallon Kerfoot,gmail.com,17,True,4
Precious,Brabble,Sigmacom Corporation,9 Herbert St #77,Shenley,Hertfordshire,WD7 9AQ,01687-288043,01800-154821,precious_brabble@brabble.co.uk,http://www.sigmacomcorporation.co.uk,Precious Brabble,brabble.co.uk,7,False,2
Glory,Ona,Real Isle Properties,9830 Croxteth Rd,Pontefract North Ward,West Yorkshire,WF8 3YR,01469-868357,01535-699216,glory_ona@gmail.com,http://www.realisleproperties.co.uk,Glory Ona,gmail.com,21,True,3
Tamesha,Tyburski,"Liss, Amy Esq",1054 Gladys St,Bellshill Ward,North Lanarkshire,ML4 3EJ,01954-979729,01834-599647,tamesha.tyburski@gmail.com,http://www.lissamyesq.co.uk,Tamesha Tyburski,gmail.com,14,True,3
Brande,Cutlip,Real Estate Appraisals Inc,921 Douro St #1520,Rhoose Community,Vale of Glamorgan,CF62 3HN,01947-472569,01502-230191,bcutlip@yahoo.com,http://www.realestateappraisalsinc.co.uk,Brande Cutlip,yahoo.com,16,False,4
Olene,Skubis,"Luby, Joseph K Esq",180 Frodsham St,Grovehill Ward,Hertfordshire,HP2 7BD,01250-453315,01805-925115,olene_skubis@yahoo.com,http://www.lubyjosephkesq.co.uk,Olene Skubis,yahoo.com,14,False,4
Carey,Marchetta,New River Tire Company Inc,7217 Edge Grove,Sharston Ward,Greater Manchester,M22 4ZB,01750-379103,01498-699971,cmarchetta@hotmail.com,http://www.newrivertirecompanyinc.co.uk,Carey Marchetta,hotmail.com,13,False,5
Launa,Torez,"Farber, Mindy Esq",12 Gelling St,Trossachs and Teith Ward,Stirling,FK16 6DU,01670-547878,01919-422541,launa.torez@yahoo.com,http://www.farbermindyesq.co.uk,Launa Torez,yahoo.com,24,False,3
Dominga,Whitrock,"Nohr, Katharine M Esq",763 Roscoe St,Lobley Hill and Bensham Ward,Tyne and Wear,NE11 0AN,01341-700830,01382-638017,dominga@whitrock.co.uk,http://www.nohrkatharinemesq.co.uk,Dominga Whitrock,whitrock.co.uk,28,False,4
Dwight,Belyea,Skuttle Mfg Co,419 St Andrew St,Tibberton,Hereford and Worcester,WR9 7NS,01822-404490,01498-287540,dbelyea@belyea.co.uk,http://www.skuttlemfgco.co.uk,Dwight Belyea,belyea.co.uk,9,False,3
Cornell,Mccrossin,"Cheek, John D Esq",623 Cornhill,Stretton,Staffordshire,DE13 0DH,01608-748971,01279-418098,cornell.mccrossin@mccrossin.co.uk,http://www.cheekjohndesq.co.uk,Cornell Mccrossin,mccrossin.co.uk,8,False,4
Alverta,Topete,National Catholic Reporter,328 Havelock St #61,Addlestone Bourneside Ward,Surrey,KT15 2NL,01685-141932,01665-348077,alverta.topete@gmail.com,http://www.nationalcatholicreporter.co.uk,Alverta Topete,gmail.com,26,True,3
Felicia,Claybrooks,Strescon Industries Inc,1056 College St South,Chester-le-Street North and Ea,County Durham,DH2 2JZ,01722-395799,01451-992860,felicia@claybrooks.co.uk,http://www.stresconindustriesinc.co.uk,Felicia Claybrooks,claybrooks.co.uk,30,False,3
Carmen,Gillham,"Norda, Beth Dorsey Esq",11 Denison St #7,Orford Ward,Cheshire,WA2 9QB,01692-491267,01417-973243,carmen@hotmail.com,http://www.nordabethdorseyesq.co.uk,Carmen Gillham,hotmail.com,11,False,4
Ashlee,Beyl,Indiana Electronics Corp,30 Daulby St,Brympton,Somerset,BA20 2EJ,01832-837946,01605-854121,ashlee.beyl@hotmail.com,http://www.indianaelectronicscorp.co.uk,Ashlee Beyl,hotmail.com,8,False,3
Vannessa,Land,Port Delivery Systems,201 Bran St,Ashford Common Ward,Surrey,TW15 2AJ,01206-207771,01553-402712,vannessa.land@yahoo.com,http://www.portdeliverysystems.co.uk,Vannessa Land,yahoo.com,19,False,3
Patti,Rempel,"Meder, Randy F Cpa",1346 Vandyke St,Hove Park Ward,Brighton and Hove,BN3 6NS,01539-157435,01334-638031,patti@rempel.co.uk,http://www.mederrandyfcpa.co.uk,Patti Rempel,rempel.co.uk,14,False,4
German,Meyerhoff,S M Copiers,883 Howe St,Clayton-le-Moors Ward,Lancashire,BB5 5TJ,01790-887225,01808-674829,german@meyerhoff.co.uk,http://www.smcopiers.co.uk,German Meyerhoff,meyerhoff.co.uk,21,False,3
Anika,Marse,Milton Terry Associates,231 Wordsworth St,Harrow Weald Ward,Greater London,HA3 6TH,01942-654793,01654-746253,anika@marse.co.uk,http://www.miltonterryassociates.co.uk,Anika Marse,marse.co.uk,17,False,3
Cristina,Marola,Pro Img Mktng & Pub Rel Inc,2449 Amberly St #6364,Temple Newsam Ward,West Yorkshire,LS15 0PQ,01264-145506,01538-230493,cmarola@gmail.com,http://www.proimgmktngpubrelinc.co.uk,Cristina Marola,gmail.com,18,True,7
Lemuel,Allis,Computer Security Cnslnts Inc,8430 Shadwell St,Great Barr with Yew Tree Ward,West Midlands,WS5 4SU,01580-252868,01704-416123,lemuel_allis@yahoo.com,http://www.computersecuritycnslntsinc.co.uk,Lemuel Allis,yahoo.com,29,False,4
